a0025  7244  4  2.0 0.07  0.229  -0.899  8.713  9.441 2bg9A 243 370
a0026  7244  4  1.2 0.07  0.103  -0.557  6.775 11.987 1wa5C 743 829
a0027  5132  5  1.2 0.06  0.123  -0.794  6.072  7.492 1r5iD  43 169
a0028  5132  5  2.0 0.12  0.337  -0.649  8.733 12.941 2csdA 223 326
a0029  5132  5  2.2 0.13  0.330  -0.603  8.290 13.206 1mhyB 131 231
a0030  5132  5  1.8 0.10  0.203  -0.652  7.489 11.169 2fbqA  38 149
a0031  5132  5  2.6 0.11  0.311  -0.778  9.061 11.243 1z77A  37 170
a0032  5132  5  2.8 0.11  0.494  -0.869  9.905 10.831 1pv6A   2 138
a0033  5132  5  1.6 0.09  0.171  -0.680  9.544 13.792 1kncA  64 174
a0034  5132  5  0.8 0.06  0.085  -0.499  5.521 10.891 1au7A  40 127
a0035  5132  5  1.4 0.10  0.204  -0.613  8.078 12.854 1z1wA 563 660
a0036  5132  5  3.4 0.14  0.572  -0.788 10.075 12.060 1pw4A 226 359
a0037  5132  5  1.0 0.06  0.093  -0.614  6.191  9.935 1jt6B  74 187
a0038  5132  5  1.6 0.06  0.184  -0.845  9.818 11.402 1z6oA   4 192
a0039  5132  5  1.0 0.05  0.097  -0.771  5.980  7.635 1t56A  47 169
a0040  5132  5  2.0 0.11  0.287  -0.672  6.375  9.054 1yt3A 118 252
a0041  5132  5  2.6 0.10  0.274  -0.898  7.600  8.162 1xioA   3 147
a0042  5132  5  0.8 0.08  0.088  -0.532  8.899 16.550 1uhnA   2  83
a0043  5132  5  2.2 0.10  0.354  -0.799  6.181  7.293 1a37A  19 151
a0044  5132  5  2.4 0.11  0.337  -0.750 11.158 14.436 1pw4A  16 144
a0045  5132  5  3.4 0.15  0.680  -0.761  8.298 10.007 1r5iD  27 148
a0046  5132  5  2.0 0.09  0.512  -0.805  7.431  8.593 1otkA   2 148
a0047  5132  5  2.0 0.10  0.237  -0.744  5.407  6.951 1wkbA 672 791
a0048  5132  5  3.0 0.15  0.450  -0.726  8.407 10.963 1z7lA  13 149
a0049  5132  5  2.2 0.09  0.243  -0.852  8.307  9.471 1fps_ 123 273
a0050  5132  5  2.2 0.11  0.449  -0.752  8.998 11.362 2b1eA 186 307
a0051  5132  5  2.4 0.13  0.418  -0.678  6.172  8.484 1ar1A 289 422
a0052  5132  5  1.6 0.07  0.120  -0.904  7.288  7.926 1v4eA  88 241
a0053  5132  5  1.2 0.09  0.310  -0.634 12.704 19.551 1cm5A 144 240
a0054  5132  5  2.8 0.16  0.482  -0.640  9.774 14.518 1zk8A   5 101
a0055  5132  5  2.8 0.17  0.510  -0.616 10.056 15.487 1ao6A 246 358
a0056  5132  5  2.0 0.12  0.499  -0.603  9.002 14.095 1z7lA   3 102
a0057  5132  5  2.8 0.11  0.349  -0.860  9.474 10.614 1h6gA  22 157
a0058  5132  5  3.2 0.16  0.631  -0.714  6.049  7.584 1qmgA 381 481
a0059  5132  5  2.2 0.13  0.519  -0.674 11.195 15.852 1fiy_ 258 371
a0060  5132  5  1.6 0.07  0.173  -0.802  9.461 11.585 1otkA   2 148
a0061  5132  5  1.4 0.10  0.190  -0.586  8.605 14.369 1di1A 165 260
a0062  5132  5  3.0 0.13  0.537  -0.826  7.316  8.203 1zk8A  47 178
a0063  5132  5  2.4 0.14  0.350  -0.703 10.030 13.765 1izoA 173 283
a0064  5132  5  0.6 0.06  0.058  -0.549 10.611 19.207 1aosA   3  81
a0065  5132  5  1.0 0.08  0.203  -0.588 11.491 19.204 1ai4A  53 122
a0066  5132  5  1.6 0.08  0.222  -0.662 10.967 16.225 1kmiZ  54 178
a0067  5132  5  2.0 0.12  0.308  -0.655  9.953 14.722 1s5lB  11 152
a0068  5132  5  0.8 0.03  0.067  -0.907  9.103  9.959 1st6A 570 719
a0069  5132  5  0.6 0.03  0.031  -0.743  8.567 11.488 1x8zA   3 120
a0070  5132  5  0.6 0.04  0.048  -0.671  9.034 13.393 1iwgA 895 1004
a0071  5132  5  2.6 0.12  0.442  -0.822  6.712  7.627 1aigL  33 200
a0072  5132  5  4.2 0.18  1.128  -0.733 11.238 13.791 1zrlA 410 559
a0073  5132  5  2.0 0.08  0.206  -0.880  7.212  7.963 1cqxA   4 147
a0074  5132  5  0.6 0.05  0.086  -0.547  8.861 16.055 1pbwA  46 145
a0075  5132  5  3.0 0.12  0.408  -0.816 11.449 13.527 1wy0A 100 231
a0076  5132  5  2.2 0.11  0.461  -0.727 11.450 15.108 1wsxA  39 155
a0077  5132  5  2.0 0.11  0.312  -0.654  7.047 10.293 2c9kA  77 200
a0078  5132  5  2.0 0.10  0.258  -0.743  7.552  9.812 2a2mA  29 144
a0079  5132  5  1.6 0.10  0.223  -0.573  6.114 10.277 1ssmA  24 119
a0080  5132  5  1.4 0.08  0.159  -0.679  9.925 14.380 1iw0A  33 147
a0081  5132  5  0.6 0.03  0.059  -0.647  9.736 14.967 1pw4A 168 300
a0082  5132  5  2.4 0.10  0.337  -0.755 11.012 14.149 1z6oA   4 192
a0083  5132  5  0.8 0.04  0.086  -0.710  7.856 10.941 1k8tA 386 499
a0084  5132  5  0.6 0.03  0.052  -0.665  8.614 12.869 2fm8C  57 174
a0085  5132  5  1.6 0.07  0.243  -0.876  7.028  7.746 2ftzA 125 265
a0086  5132  5  1.0 0.06  0.070  -0.650  4.242  6.418 2fbnA  56 154
a0087  5132  5  1.8 0.09  0.243  -0.739  5.729  7.428 1ut0A  21 153
a0088  5132  5  3.2 0.15  0.553  -0.681 11.209 15.637 1qgtC  13 128
a0089  5132  5  2.6 0.11  0.395  -0.826  9.214 10.677 1wmwA 100 235
a0090  5132  5  2.2 0.11  0.367  -0.700  9.808 13.478 1st6A 692 822
a0091  5132  5  1.2 0.07  0.134  -0.626  4.508  6.990 2fbnA  33 132
a0092  5132  5  2.0 0.11  0.210  -0.710  6.320  8.602 1r5zA 159 309
a0093  5132  5  2.4 0.12  0.370  -0.750 12.541 16.227 1wy0A 131 241
a0094  5132  5  2.0 0.11  0.280  -0.655  7.310 10.737 1cl6A 177 280
a0095  5132  5  4.0 0.15  1.103  -0.830  9.516 10.140 1u77A 223 380
a0096  5132  5  1.8 0.12  0.213  -0.580  8.324 13.993 2bkuB 714 810
a0097  5132  5  2.2 0.11  0.413  -0.693  7.935 10.855 1a37A   3 127
a0098  5132  5  2.0 0.10  0.254  -0.777  5.675  6.973 1i1iP  53 174
a0099  5132  5  2.0 0.11  0.291  -0.679  8.972 12.780 1izoA 129 257
a0100  5132  5  3.2 0.16  0.791  -0.697 11.414 15.248 1yewC  39 168
a0101  5132  5  1.8 0.09  0.289  -0.650  7.324 10.819 1zrlA  40 151
a0102  5132  5  1.4 0.11  0.188  -0.612 11.454 18.397 1no3A 486 571
a0103  5132  5  2.0 0.11  0.340  -0.733  8.771 11.504 1izoA 173 283
a0104  3747  6  2.0 0.13  0.312  -0.648  8.383 12.464 1itwA 603 737
a0105  3747  6  1.7 0.12  0.257  -0.597  8.161 13.233 1s9uA  53 168
a0106  3747  6  0.8 0.08  0.102  -0.583  8.525 14.442 1qsaA 397 481
a0107  3747  6  2.2 0.15  0.424  -0.555  6.718 11.334 1xg7A  42 165
a0108  3747  6  2.3 0.12  0.384  -0.747  5.318  6.609 1jfaA 144 303
a0109  3747  6  2.2 0.14  0.398  -0.621  6.216  9.376 1g7oA  62 207
a0110  3747  6  2.2 0.12  0.523  -0.654  5.542  7.670 1hf8A  21 163
a0111  3747  6  1.5 0.09  0.253  -0.556  5.303  9.079 2aw6A 165 285
a0112  3747  6  2.5 0.16  0.540  -0.630  7.232 10.629 1aroP  23 142
a0113  3747  6  2.5 0.15  0.548  -0.624  7.239 10.728 1ysxA  58 199
a0114  3747  6  1.3 0.08  0.313  -0.661  5.325  7.587 1h6oA   5 139
a0115  3747  6  2.0 0.12  0.376  -0.652  5.310  7.564 1rrmA 236 359
a0116  3747  6  1.2 0.09  0.191  -0.496  6.882 13.491 1gw5A 355 447
a0117  3747  6  2.2 0.13  0.306  -0.566  4.750  7.854 2aw6A 165 285
a0118  3747  6  1.0 0.09  0.141  -0.553  7.635 13.544 1h1oA  29 144
a0119  3747  6  0.7 0.05  0.056  -0.622  6.694 10.677 1hz4A 267 367
a0120  3747  6  1.2 0.06  0.116  -0.762  4.578  5.856 1qazA  77 223
a0121  3747  6  1.5 0.11  0.228  -0.496  5.917 11.464 1fqiA  18 125
a0122  3747  6  1.2 0.08  0.179  -0.600  5.237  8.434 1h6pA  52 172
a0123  3747  6  1.2 0.08  0.119  -0.559  4.753  8.294 1dt6A  51 214
a0124  3747  6  0.8 0.09  0.152  -0.578  9.305 15.835 1ib2A  71 141
a0125  3747  6  1.8 0.11  0.261  -0.626  5.490  8.355 1t56A  37 169
a0126  3747  6  1.7 0.14  0.321  -0.624 10.395 16.135 1y1vD  51 152
a0127  3747  6  1.3 0.10  0.164  -0.520  4.634  8.602 2bkuB  55 167
a0128  3747  6  1.3 0.10  0.235  -0.556  5.721  9.877 1dvpA   5 118
a0129  3747  6  1.5 0.11  0.264  -0.540  4.955  8.682 1t06A  92 198
a0130  3747  6  2.5 0.17  0.463  -0.644  8.683 12.768 1f5qB 144 247
a0131  3747  6  1.7 0.10  0.243  -0.643  5.315  7.893 1oe7A  68 205
a0132  3747  6  2.2 0.11  0.369  -0.698  6.210  8.374 1k9xA  62 193
a0133  3747  6  1.5 0.08  0.180  -0.672  5.423  7.801 1k9xA  62 193
a0134  3747  6  1.7 0.13  0.245  -0.599  7.285 11.746 1hqvA  52 179
a0135  3747  6  2.8 0.15  0.550  -0.688  5.690  7.466 1a37A  19 164
a0136  3747  6  1.2 0.08  0.108  -0.601  5.758  9.397 1dk8A  23 130
a0137  3747  6  3.0 0.17  0.648  -0.577  6.077  9.415 1fqyA  70 223
a0138  3747  6  0.7 0.05  0.063  -0.517  4.835  9.229 1lshA 492 595
a0139  3747  6  1.0 0.08  0.214  -0.542  8.172 14.691 2aw6A  92 205
a0140  3747  6  1.7 0.11  0.232  -0.588  7.708 12.718 1jmuB 457 606
a0141  3747  6  1.7 0.12  0.233  -0.552  6.733 11.780 2futA  41 158
a0142  3747  6  1.3 0.08  0.135  -0.637  7.038 10.832 1a6i_  74 188
a0143  3747  6  1.2 0.09  0.109  -0.601  6.302 10.306 1np7A 281 402
a0144  3747  6  0.8 0.07  0.114  -0.508  7.288 14.116 1fqiA  18 125
a0145  3747  6  1.0 0.08  0.152  -0.558  5.824 10.168 1m98A  75 209
a0146  3747  6  0.8 0.06  0.096  -0.594  5.960  9.880 1ssmA   2 119
a0147  3747  6  0.8 0.06  0.088  -0.598  5.811  9.566 1u6gC 564 684
a0148  3747  6  1.5 0.11  0.174  -0.595  5.996  9.781 1h6kA 321 444
a0149  3747  6  2.2 0.11  0.489  -0.746  5.046  6.109 1qazA  77 223
a0150  3747  6  1.8 0.11  0.411  -0.645  5.351  7.664 1k9xA  79 223
a0151  3747  6  1.7 0.11  0.258  -0.597  5.189  8.254 1ldjA 210 333
a0152  3747  6  2.7 0.16  0.505  -0.662  8.316 11.791 1xsm_  25 154
a0153  3747  6  2.7 0.15  0.701  -0.649  6.151  8.402 1h6kA 503 628
a0154  3747  6  1.8 0.10  0.185  -0.734  5.261  6.917 1reqA 376 541
a0155  3747  6  1.3 0.10  0.197  -0.628  7.123 11.026 1z1wA 563 694
a0156  3747  6  1.5 0.11  0.199  -0.618  6.510 10.212 1w63A 471 583
a0157  3747  6  2.0 0.12  0.289  -0.633  5.080  7.563 1uw4B  98 246
a0158  3747  6  2.2 0.18  0.392  -0.557  9.439 16.254 1m98A   4 100
a0159  3747  6  1.7 0.12  0.290  -0.597  6.440 10.308 2futA 196 328
a0160  3747  6  2.7 0.14  0.567  -0.722  6.298  7.942 1xsm_  93 217
a0161  3747  6  1.2 0.07  0.136  -0.627  4.139  6.381 2bkuB 608 728
a0162  3747  6  2.0 0.15  0.388  -0.654 11.121 16.418 1k3pA  97 204
a0163  3747  6  2.0 0.15  0.375  -0.543  5.941 10.251 1h6oA  56 182
a0164  3747  6  1.7 0.12  0.434  -0.579  9.673 15.946 1kwhA 374 492
a0165  3747  6  2.7 0.15  0.505  -0.663  5.427  7.430 2g8lA   7 131
a0166  3747  6  2.2 0.12  0.302  -0.687  4.924  6.733 101m_   5 151
a0167  3747  6  2.7 0.16  0.458  -0.611  6.081  9.204 1vqrA  21 160
a0168  3747  6  3.0 0.20  0.655  -0.617  7.525 11.143 1w6jA 226 360
a0169  3747  6  2.3 0.14  0.392  -0.662  4.871  6.764 1v4aA 262 402
a0170  3747  6  1.5 0.10  0.329  -0.572  5.391  8.844 1vqrA  49 184
a0171  3747  6  1.7 0.14  0.257  -0.562  7.004 11.997 2fiyA  28 125
a0172  3747  6  1.5 0.10  0.265  -0.545  4.818  8.352 2aw6A 165 285
a0173  3747  6  1.2 0.08  0.165  -0.599  4.911  7.925 2f6hX 237 389
a0174  3747  6  1.5 0.10  0.225  -0.605  5.001  7.897 1kt0A 210 329
a0175  3747  6  2.8 0.16  0.528  -0.649  5.741  8.029 1pprM  82 218
a0176  3747  6  1.2 0.08  0.149  -0.563  5.003  8.624 1a0p_   2 128
a0177  3747  6  3.2 0.18  0.631  -0.692  7.702 10.220 1rqgA 400 520
a0178  3747  6  1.3 0.09  0.136  -0.590  4.240  6.961 1n1cA  24 153
a0179  3747  6  1.5 0.12  0.242  -0.623  8.961 13.997 1yt3A 211 330
a0180  3747  6  1.3 0.09  0.329  -0.661  8.151 11.836 2au5A  12 130
a0181  3747  6  1.0 0.08  0.102  -0.495  4.829  9.555 1gw5B 155 264
a0182  3747  6  1.2 0.12  0.160  -0.594  9.397 15.548 1z8sA  10 104
a0183  3747  6  1.3 0.10  0.194  -0.543  5.260  9.334 1yvpA  66 168
a0184  3747  6  1.0 0.10  0.147  -0.544  9.774 17.707 1k19A  13 107
a0185  3747  6  1.5 0.13  0.312  -0.593  9.101 14.820 1dawA 206 328
a0186  3747  6  1.3 0.07  0.213  -0.676  6.132  8.758 1y791  54 182
a0187  3747  6  0.7 0.06  0.052  -0.532  6.161 11.479 1xqrA  63 148
a0188  3747  6  1.8 0.09  0.335  -0.767  5.794  7.120 1ljrA  89 243
a0189  3747  6  1.7 0.11  0.221  -0.583  5.171  8.485 1ibrB 211 359
a0190  3747  6  1.5 0.10  0.377  -0.609  5.996  9.221 1qz4A   5 116
a0191  3747  6  1.0 0.06  0.129  -0.688  6.381  9.095 1r5zA 144 309
a0192  3747  6  0.5 0.04  0.083  -0.562  5.313  9.299 1h6kA 343 485
a0193  3747  6  2.3 0.16  0.418  -0.569  6.746 11.116 1elkA  46 149
a0194  3747  6  1.2 0.09  0.154  -0.563  7.017 12.189 1gw5A 335 429
a0195  3747  6  0.8 0.06  0.087  -0.571  4.057  6.950 1a17_   4 109
a0196  3747  6  2.5 0.16  0.497  -0.582  6.312  9.999 1bk5A 297 402
a0197  3747  6  1.2 0.10  0.195  -0.553  7.633 13.455 1dqeA   2 102
a0198  3747  6  0.7 0.07  0.067  -0.587  8.787 14.845 2ajaA  34 111
a0199  3747  6  1.7 0.11  0.370  -0.628  7.742 11.733 1bgxT 638 777
a0200  3747  6  2.5 0.16  0.463  -0.593  7.109 11.199 1a8a_ 188 291
a0201  3747  6  2.0 0.13  0.264  -0.530  4.729  8.424 1ibrB 259 393
a0202  3747  6  2.2 0.12  0.351  -0.722  6.250  8.172 1kplA   2 162
a0203  3747  6  3.3 0.22  0.753  -0.628  8.746 12.728 1dqsA 226 344
a0204  3747  6  1.2 0.08  0.185  -0.571  4.982  8.402 1w98B  61 187
a0205  3747  6  1.5 0.12  0.305  -0.550  6.097 10.536 1pu6A  30 118
a0206  3747  6  1.3 0.09  0.146  -0.574  4.742  8.007 1lfkA 140 259
a0207  2800  7  2.1 0.18  0.449  -0.599  8.704 13.774 1bk5A  44 157
a0208  2800  7  1.3 0.10  0.259  -0.623  7.077 10.941 1sqfA  34 166
a0209  2800  7  2.9 0.17  0.571  -0.604  5.491  8.151 2futA  66 218
a0210  2800  7  2.4 0.16  0.495  -0.651  7.082 10.122 1z1wA 505 646
a0211  2800  7  1.7 0.12  0.337  -0.603  4.820  7.430 1jmsA  19 155
a0212  2800  7  1.6 0.12  0.246  -0.572  4.847  8.039 1yvpA  46 168
a0213  2800  7  1.6 0.14  0.222  -0.567  6.461 11.003 2bct_ 213 324
a0214  2800  7  2.3 0.14  0.383  -0.657  4.381  6.084 1qazA 131 324
a0215  2800  7  3.6 0.21  0.925  -0.663  7.515  9.941 1h6pA   2 146
a0216  2800  7  1.6 0.09  0.172  -0.721  4.376  5.828 1hz4A   5 147
a0217  2800  7  1.7 0.11  0.321  -0.602  5.345  8.339 1bkdS  64 237
a0218  2800  7  1.7 0.12  0.323  -0.633  5.774  8.610 1dceA  46 170
a0219  2800  7  1.0 0.06  0.090  -0.700  3.809  5.312 1un8A 388 541
a0220  2800  7  2.1 0.16  0.466  -0.653  9.079 13.189 1bk5A  13 127
a0221  2800  7  2.1 0.13  0.529  -0.653  5.562  7.705 1h6pA   2 146
a0222  2800  7  2.3 0.17  0.525  -0.610  6.897 10.439 1td6A  18 164
a0223  2800  7  1.9 0.14  0.413  -0.603  7.578 11.887 1h6kA 418 558
a0224  2800  7  1.1 0.11  0.261  -0.640  9.255 14.044 1xqrA  95 190
a0225  2800  7  2.3 0.14  0.415  -0.673  6.408  8.901 2a2fX  43 218
a0226  2800  7  1.9 0.12  0.368  -0.619  4.820  7.192 2bb6A  84 240
a0227  2800  7  1.9 0.12  0.240  -0.595  5.627  9.046 2futA  66 218
a0228  2800  7  3.1 0.23  0.828  -0.621  9.878 14.563 1finB  57 177
a0229  2800  7  2.0 0.15  0.554  -0.632  8.092 11.926 1t0qA 217 362
a0230  2800  7  2.7 0.19  0.662  -0.638  7.553 10.795 1ux4A 170 312
a0231  2800  7  2.0 0.15  0.465  -0.605  7.995 12.444 1ho8A 105 224
a0232  2800  7  1.4 0.08  0.140  -0.738  4.409  5.785 2a2fX  96 268
a0233  2800  7  1.4 0.11  0.190  -0.603  6.137  9.863 2ajaA 170 297
a0234  2800  7  1.9 0.12  0.332  -0.638  4.637  6.749 1uw4B  36 192
a0235  2800  7  1.6 0.12  0.230  -0.613  7.096 11.200 1u6gC 328 448
a0236  2800  7  2.4 0.14  0.565  -0.700  5.696  7.333 1qbkB 484 647
a0237  2800  7  2.4 0.15  0.431  -0.621  4.191  6.054 1w5sA 211 354
a0238  2800  7  2.1 0.14  0.373  -0.638  5.668  8.305 1xg7A  28 165
a0239  2800  7  2.4 0.15  0.440  -0.664  5.351  7.400 1wer_ 124 298
a0240  2800  7  1.7 0.10  0.278  -0.661  5.009  7.156 1pprM 101 260
a0241  2800  7  2.9 0.21  0.694  -0.633 10.010 14.729 1ai4A  22 141
a0242  2800  7  1.1 0.09  0.200  -0.583  5.037  8.296 1kpsB  22 157
a0243  2800  7  2.1 0.17  0.481  -0.598  7.211 11.248 1b3uA 295 413
a0244  2800  7  1.7 0.11  0.459  -0.641  7.559 11.077 1iwgA 843 987
a0245  2800  7  2.3 0.14  0.441  -0.652  6.095  8.674 1r5zA 119 274
a0246  2800  7  1.0 0.07  0.130  -0.613  6.117  9.760 1js4A 172 334
a0247  2800  7  1.7 0.13  0.288  -0.612  6.226  9.707 1ps1A  62 192
a0248  2800  7  2.6 0.15  0.435  -0.701  5.883  7.773 1ibrB 272 439
a0249  2800  7  3.0 0.19  0.645  -0.662  7.527 10.394 2aplA   2 144
a0250  2800  7  1.6 0.11  0.203  -0.636  5.032  7.597 1dn1A 293 434
a0251  2800  7  1.7 0.11  0.331  -0.648  5.722  8.315 1zq4A 340 489
a0252  2800  7  2.1 0.15  0.383  -0.662  7.618 10.920 1u6gC 768 908
a0253  2800  7  1.9 0.14  0.316  -0.602  6.697 10.599 1qbkB 629 750
a0254  2800  7  2.6 0.15  0.603  -0.701  5.696  7.261 1t0qA 237 382
a0255  2800  7  1.4 0.15  0.318  -0.614  9.256 14.563 1ib2A  84 167
a0256  2800  7  2.0 0.13  0.295  -0.602  4.328  6.701 1fchA  69 205
a0257  2800  7  1.7 0.10  0.211  -0.681  4.197  5.850 2bkuB 448 605
a0258  2800  7  1.3 0.09  0.141  -0.586  3.974  6.545 1fchA 157 279
a0259  2800  7  2.9 0.16  0.537  -0.687  5.469  7.174 1pprM 165 313
a0260  2800  7  0.7 0.04  0.040  -0.711  5.751  8.035 1f0jA 177 350
a0261  2800  7  2.7 0.22  0.652  -0.654 11.595 16.740 1lox_ 446 568
a0262  2800  7  2.9 0.19  0.727  -0.640  7.628 10.780 2bkuB 149 274
a0263  2800  7  1.6 0.10  0.236  -0.661  5.404  7.822 1paqA   2 137
a0264  2800  7  1.3 0.08  0.145  -0.678  4.018  5.714 1qqeA  54 188
a0265  2800  7  2.6 0.16  0.405  -0.650  4.439  6.208 1fchA  87 222
a0266  2800  7  2.1 0.15  0.457  -0.609  6.614 10.107 1qsaA 454 603
a0267  2800  7  1.7 0.13  0.420  -0.597  6.157  9.611 2fflA 567 687
a0268  2800  7  2.1 0.14  0.328  -0.641  7.939 11.880 2bkuB 714 857
a0269  2800  7  3.0 0.19  0.976  -0.621  6.941  9.601 1jkw_  40 190
a0270  2800  7  1.4 0.12  0.248  -0.626  7.970 12.328 1gw5A  68 172
a0271  2800  7  2.4 0.17  0.579  -0.578  7.151 11.370 1lkvX   4 123
a0272  2800  7  2.3 0.15  0.590  -0.633  6.103  8.705 1xqoA   2 134
a0273  2800  7  1.6 0.12  0.321  -0.622  5.772  8.762 1jmsA  38 177
a0274  2800  7  1.7 0.14  0.352  -0.623  7.535 11.523 2bct_  43 138
a0275  2800  7  1.1 0.12  0.209  -0.619  9.537 15.076 1ib2A 120 211
a0276  2800  7  2.0 0.14  0.469  -0.615  8.109 12.433 1r4mA 185 350
a0277  2800  7  4.3 0.28  1.466  -0.613 10.136 14.131 1bgxT 373 492
a0278  2800  7  1.4 0.10  0.186  -0.631  4.358  6.608 1yvpA  25 155
a0279  2800  7  1.7 0.12  0.298  -0.575  5.401  8.873 1wa5C 530 657
a0280  2800  7  2.3 0.16  0.388  -0.643  6.313  9.209 1mhsA 759 911
a0281  2800  7  2.0 0.13  0.459  -0.657  7.426 10.603 1ho8A 274 424
a0282  2800  7  2.7 0.19  0.670  -0.659  9.476 13.361 1d1dA  53 198
a0283  2800  7  2.4 0.14  0.455  -0.691  4.931  6.478 2bkuB 256 416
a0284  2800  7  1.6 0.10  0.335  -0.663  6.748  9.677 1dqsA 182 329
a0285  2800  7  1.3 0.10  0.227  -0.593  4.973  8.005 1w63A 132 267
a0286  2800  7  2.1 0.16  0.400  -0.614  5.919  8.983 1qqeA 154 281
a0287  2800  7  1.9 0.12  0.331  -0.661  5.111  7.235 1gw5A   3 132
a0288  2800  7  2.1 0.14  0.430  -0.591  4.676  7.186 1w63A 415 553
a0289  2800  7  2.1 0.14  0.389  -0.667  5.836  8.172 1iw7F  81 240
a0290  2800  7  1.6 0.12  0.251  -0.587  4.938  7.988 1ddbA  15 182
a0291  2800  7  1.6 0.10  0.221  -0.646  4.846  7.160 1dceA  22 157
a0292  2800  7  1.6 0.11  0.235  -0.578  4.097  6.676 2bkuB 363 505
a0293  2800  7  2.7 0.16  0.611  -0.623  4.981  7.015 1ssmA   2 138
a0294  2800  7  2.4 0.18  0.817  -0.615  8.081 11.816 1a59_ 115 260
a0295  2122  8  1.8 0.12  0.314  -0.624  6.719 10.270 1gw5B 293 453
a0296  2122  8  1.8 0.12  0.428  -0.605  5.357  8.144 1u6gC 461 622
a0297  2122  8  1.9 0.17  0.354  -0.589  7.684 12.445 1bk5A 183 295
a0298  2122  8  2.2 0.19  0.590  -0.596  7.296 11.255 1h6kA 381 558
a0299  2122  8  2.0 0.15  0.453  -0.635  7.611 11.271 1zcdA 114 281
a0300  2122  8  2.6 0.18  0.539  -0.577  4.828  7.436 1w63A  20 169
a0301  2122  8  2.5 0.19  0.497  -0.625  6.986 10.374 1jr3A 178 319
a0302  2122  8  2.5 0.20  0.697  -0.603  8.451 12.860 1mivA 183 329
a0303  2122  8  2.5 0.19  0.633  -0.656  9.652 13.749 1vqrA 132 273
a0304  2122  8  2.6 0.24  0.732  -0.590  8.467 13.117 1y6iA  94 232
a0305  2122  8  1.8 0.14  0.486  -0.615  7.361 11.173 2ajaA 135 284
a0306  2122  8  2.0 0.16  0.449  -0.645  9.280 13.689 1z0xA  37 187
a0307  2122  8  2.8 0.23  1.083  -0.606 10.555 15.638 1r5zA  20 181
a0308  2122  8  1.8 0.14  0.559  -0.581  7.547 12.027 1pxyA  32 201
a0309  2122  8  1.4 0.11  0.327  -0.562  6.084 10.245 1fkmA   3 187
a0310  2122  8  2.1 0.15  0.746  -0.622  6.867  9.840 2ajaA 120 251
a0311  2122  8  1.9 0.16  0.594  -0.608  7.666 11.633 1bk5A  35 157
a0312  2122  8  1.5 0.16  0.253  -0.622  8.681 13.552 1mhlC 305 430
a0313  2122  8  2.0 0.17  0.448  -0.600  7.192 11.239 2ajaA 170 325
a0314  2122  8  1.9 0.17  0.362  -0.606  8.563 13.541 1m98A   4 145
a0315  2122  8  2.0 0.15  0.420  -0.644  8.056 11.862 1ho8A 105 235
a0316  2122  8  1.1 0.09  0.209  -0.601  5.321  8.511 1a59_ 169 330
a0317  2122  8  1.8 0.14  0.594  -0.602  6.696 10.136 1zp2A  25 186
a0318  2122  8  1.4 0.11  0.280  -0.605  7.236 11.497 1pxyA 216 372
